Tree Name,ID,train_abs_im_pres,train_rel_im_pres,test_abs_im_pres,test_rel_im_pres,val_abs_im_pres,val_rel_im_pres,pick_abs_im_pres,pick_rel_im_pres,train_abs_pix_pres,train_rel_pix_pres,test_abs_pix_pres,test_rel_pix_pres,val_abs_pix_pres,val_rel_pix_pres,pick_abs_pix_pres,pick_rel_pix_pres
Background,0,1108,1.0,159,1.0,317,1.0,5,1.0,254450779,0.5606658142310187,37633534,0.577853742875393,74358905,0.5726823199058557,1095620,0.534970703125
betula papyrifera,1,476,0.4296028880866426,58,0.36477987421383645,119,0.3753943217665615,2,0.4,35334516,0.0778573178728565,4549938,0.06986318912146226,9699571,0.07470218694548501,204187,0.09970068359375
tsuga canadensis,2,472,0.4259927797833935,60,0.37735849056603776,120,0.3785488958990536,2,0.4,26454970,0.058291813268558215,3797834,0.05831481549724843,7793743,0.06002426773215694,140001,0.06835986328125
picea abies,3,202,0.18231046931407943,19,0.11949685534591195,55,0.17350157728706625,1,0.2,13690348,0.030165795281475633,1001227,0.015373596575275157,3978596,0.030641543030362775,42239,0.02062451171875
acer saccharum,4,389,0.3510830324909747,41,0.2578616352201258,106,0.334384858044164,2,0.4,5818915,0.012821602390991652,635213,0.009753540806800314,1849142,0.014241346485607256,75997,0.03710791015625
betula sp.,5,208,0.18772563176895307,26,0.16352201257861634,51,0.1608832807570978,0,0.0,4042862,0.008908184616143953,427520,0.006564465408805032,817174,0.006293544829455836,0,0.0
pinus sylvestris,6,55,0.04963898916967509,8,0.050314465408805034,20,0.06309148264984227,0,0.0,4377372,0.009645255739508123,662433,0.010171497272995282,1401036,0.010790214658911671,0,0.0
picea rubens,7,308,0.2779783393501805,44,0.27672955974842767,80,0.25236593059936907,1,0.2,16925455,0.03729414406235898,2133188,0.03275458185927673,3925510,0.030232696051853313,79700,0.038916015625
betula alleghaniensis,8,231,0.20848375451263537,22,0.13836477987421383,55,0.17350157728706625,1,0.2,9105954,0.02006437997094991,805211,0.012363818666470126,1687490,0.012996367926853313,25591,0.01249560546875
larix decidua,9,34,0.030685920577617327,5,0.031446540880503145,15,0.0473186119873817,0,0.0,1561862,0.0034414617765681408,248995,0.0038232575422562894,357203,0.0027510335543178234,0,0.0
fagus grandifolia,10,365,0.32942238267148016,43,0.27044025157232704,99,0.31230283911671924,1,0.2,1343115,0.0029594669273183666,183045,0.002810611364976415,458145,0.0035284481590102524,4914,0.0023994140625
picea sp.,11,274,0.24729241877256317,31,0.1949685534591195,62,0.19558359621451105,1,0.2,2986885,0.0065814076778260375,286683,0.004401947597287736,713089,0.005491924105382492,1659,0.00081005859375
fagus sylvatica,12,111,0.10018050541516245,18,0.11320754716981132,31,0.09779179810725552,0,0.0,11349930,0.025008835775327167,1972282,0.03028390944378931,3215981,0.02476818963180205,0,0.0
dead tree,13,164,0.148014440433213,22,0.13836477987421383,45,0.14195583596214512,0,0.0,1921857,0.004234687447117554,141479,0.0021723755650550312,432410,0.0033302475601340695,0,0.0
acer pensylvanicum,14,228,0.20577617328519857,29,0.18238993710691823,59,0.1861198738170347,1,0.2,8200836,0.018070011070058664,1314364,0.02018173889544025,1502684,0.011573066591088327,21036,0.010271484375
populus balsamifera,15,206,0.18592057761732853,19,0.11949685534591195,50,0.15772870662460567,1,0.2,1477827,0.003256296095865298,79476,0.0012203346108490567,336118,0.0025886453815063093,7575,0.00369873046875
quercus ilex,16,10,0.009025270758122744,1,0.006289308176100629,1,0.0031545741324921135,0,0.0,72727,0.0001602492349672834,6405,9.834721403301887e-05,7784,5.9949231072555206e-05,0,0.0
quercus robur,17,52,0.04693140794223827,11,0.06918238993710692,18,0.056782334384858045,1,0.2,5408120,0.011916442210063176,1049096,0.016108613404088052,1491595,0.011487663581920347,195702,0.0955576171875
pinus strobus,18,50,0.04512635379061372,3,0.018867924528301886,4,0.012618296529968454,0,0.0,544012,0.001198695213786101,43595,0.00066939060043239,96292,0.0007416021786277602,0,0.0
larix laricina,19,94,0.08483754512635379,10,0.06289308176100629,36,0.11356466876971609,0,0.0,2659210,0.005859397034352436,323040,0.004960200471698113,1092966,0.008417583670149843,0,0.0
larix gmelinii,20,22,0.019855595667870037,0,0.0,9,0.028391167192429023,0,0.0,1218974,0.002685930272732401,0,0.0,315450,0.0024294687746451104,0,0.0
pinus pinea,21,68,0.061371841155234655,22,0.13836477987421383,31,0.09779179810725552,1,0.2,9249789,0.020381311079224956,2793335,0.04289097815939465,4529202,0.0348820885498817,108497,0.05297705078125
populus grandidentata,22,128,0.11552346570397112,16,0.10062893081761007,45,0.14195583596214512,1,0.2,1254392,0.0027639715421931407,235323,0.003613327314268868,541918,0.00417363404475552,6565,0.00320556640625
pinus montezumae,23,34,0.030685920577617327,2,0.012578616352201259,6,0.01892744479495268,0,0.0,7582010,0.016706468051951716,630041,0.009674126007272013,1336790,0.010295417857847003,0,0.0
abies alba,24,26,0.023465703971119134,1,0.006289308176100629,7,0.022082018927444796,0,0.0,2344224,0.00516534578068592,68419,0.0010505570705581762,348424,0.0026834212342271295,0,0.0
betula pendula,25,14,0.01263537906137184,4,0.025157232704402517,9,0.028391167192429023,0,0.0,452829,0.000997779377961417,236467,0.0036308931554638363,184789,0.0014231704086159307,0,0.0
pseudotsuga menziesii,26,11,0.009927797833935019,4,0.025157232704402517,5,0.015772870662460567,0,0.0,1108924,0.0024434422241651627,352924,0.005419062008647799,123332,0.0009498533615930599,0,0.0
fraxinus nigra,27,17,0.015342960288808664,2,0.012578616352201259,1,0.0031545741324921135,0,0.0,485375,0.0010694923814023015,84243,0.0012935307340801888,2465,1.8984436612776024e-05,0,0.0
dacrydium cupressinum,28,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
cedrus libani,29,12,0.010830324909747292,2,0.012578616352201259,4,0.012618296529968454,0,0.0,245273,0.0005404431725236913,38324,0.0005884556800314465,103333,0.0007958291231269716,0,0.0
acer pseudoplatanus,30,9,0.008122743682310469,4,0.025157232704402517,4,0.012618296529968454,0,0.0,247925,0.0005462866827899368,54146,0.0008313986340408805,147261,0.0011341448762815457,0,0.0
pinus elliottii,31,8,0.007220216606498195,0,0.0,4,0.012618296529968454,0,0.0,1215491,0.002678255707778655,0,0.0,558157,0.004298700278489748,0,0.0
cryptomeria japonica,32,15,0.013537906137184115,2,0.012578616352201259,5,0.015772870662460567,0,0.0,1956038,0.004310003067181859,132201,0.00202991413620283,838664,0.006459052149053628,0,0.0
pinus koraiensis,33,53,0.04783393501805054,5,0.031446540880503145,21,0.06624605678233439,0,0.0,2163004,0.0047660392458258125,206791,0.003175225407822327,648450,0.004994100576695583,0,0.0
abies holophylla,34,67,0.06046931407942238,9,0.05660377358490566,24,0.07570977917981073,0,0.0,3279002,0.007225068570904784,354583,0.005444535549331761,1097928,0.008455798994479496,0,0.0
